Time [min], Velocity [m/s]
10156,0.086615
10161,0.31673
10167,0.46554
10172,0.47253
10177,0.63509
10182,0.82205
10187,0.86785
10193,0.97918
10198,1.0824
10203,1.1977
10208,1.3085
10214,1.4316
10219,1.5903
10224,1.6712
10229,1.7792
10234,1.9122
10240,1.9417
10245,1.9499
10250,1.9748
10255,2.0031
10260,2.0634
10266,2.1623
10271,2.0982
10276,2.0385
10281,2.0019
10286,1.9762
10292,1.8609
10297,1.8807
10302,2.0439
10307,2.1386
10312,2.2324
10318,2.2354
10323,2.1754
10328,2.0795
10333,2.122
10339,2.3634
10344,2.1482
10349,2.0426
10354,1.8418
10359,1.8102
10365,1.8152
10370,1.8749
10375,1.901
10380,1.8551
10385,1.6569
10391,1.9042
10396,1.7497
10401,1.8075
10406,1.6967
10411,1.7022
10417,1.6198
10422,1.4875
10427,1.3565
10432,1.3824
10437,1.2818
10443,1.1848
10448,1.0539
10453,0.9866
10458,1.0459
10464,0.84903
10469,0.72753
10474,0.71017
10479,0.60715
10484,0.48853
10490,0.40712
10495,0.31865
10500,0.2244
10505,0.15482
10510,0.064288
10516,0.090594
10521,0.18615
10526,0.21786
10531,0.34766
10536,0.7089
10542,0.72369
10547,0.71793
10552,0.87767
10557,1.122
10562,1.3494
10568,1.5362
10573,1.568
10578,1.7319
10583,1.8647
10589,1.9583
10594,1.9654
10599,2.1124
10604,2.1696
10609,2.2428
10615,2.2999
10620,2.2858
10625,2.3303
10630,2.2961
10635,2.3197
10641,2.387
10646,2.3607
10651,2.3623
10656,2.4453
10661,2.4368
10667,2.4527
10672,2.4718
10677,2.5051
10682,2.5043
10688,2.3963
10693,2.3854
10698,2.3495
10703,2.3804
10708,2.3678
10714,2.3419
10719,2.3442
10724,2.3257
10729,2.3014
10734,2.3451
10740,2.1789
10745,2.1839
10750,2.2104
10755,2.1888
10760,2.0997
10766,2.0787
10771,2.2259
10776,2.0799
10781,2.1617
10786,2.0893
10792,2.072
10797,2.0287
10802,1.9045
10807,1.9992
10812,1.8979
10818,1.8507
10823,1.827
10828,1.6464
10833,1.7295
10839,1.6725
10844,1.5936
10849,1.5207
10854,1.4432
10859,1.3922
10865,1.2962
10870,1.1969
10875,1.1487
10880,1.0779
10885,0.96763
10891,0.85825
10896,0.77648
10901,0.66904
10906,0.54401
10911,0.44888
10917,0.3322
10922,0.21526
10927,0.12603
10932,0.052774
10937,0.16742
10943,0.32289
10948,0.46159
10953,0.62567
10958,0.80576
10964,0.96019
10969,1.1424
10974,1.3077
10979,1.4673
10984,1.584
10990,1.638
10995,1.7409
11000,1.8638
11005,1.8638
11010,1.5663
11016,1.8998
11021,2.0088
11026,2.0496
11031,2.1711
11036,2.0146
11042,1.9705
11047,2.0715
11052,2.0546
11057,2.2049
11063,2.3102
11068,2.3109
11073,2.7032
11078,2.5544
11083,2.3857
11089,2.577
11094,2.6241
11099,2.7114
11104,2.6209
11109,2.6618
11115,2.6379
11120,2.5882
11125,2.5847
11130,2.5558
11135,2.5511
11141,2.4777
11146,2.5041
11151,2.5363
11156,2.6329
11161,2.5649
11167,2.5208
11172,2.2628
11177,2.3007
11182,2.4804
11187,2.3646
11193,2.2755
11198,1.9212
11203,1.9259
11208,1.7642
11214,1.387
11219,1.3532
11224,1.444
11229,1.6239
11234,1.6672
11240,1.5939
11245,1.6112
11250,1.5706
11255,1.5167
11260,1.4743
11266,1.3488
11271,1.2644
11276,1.2184
11281,1.1568
11286,1.0796
11292,0.94289
11297,0.86324
11302,0.79211
11307,0.69169
11312,0.63583
11318,0.49738
11323,0.39593
11328,0.32049
11333,0.28688
11339,0.14364
11344,0.018509
11349,0.1087
11354,0.19706
11359,0.32974
11365,0.50538
11370,0.69488
11375,0.72007
11380,0.77387
11385,0.95292
11391,1.1323
11396,1.3706
11401,1.4874
11406,1.6403
11411,1.8656
11417,1.9255
11422,1.9942
11427,2.0299
11432,1.9746
11438,2.081
11443,2.1104
11448,2.2442
11453,2.2186
11458,2.2479
11464,2.2265
11469,2.2244
11474,2.2603
11479,2.2502
11484,2.2974
11490,2.3072
11495,2.328
11500,2.3105
11505,2.3184
11510,2.3851
11516,2.3349
11521,2.2986
11526,2.1832
11531,2.1805
11536,2.1539
11542,2.1016
11547,2.0639
11552,2.0778
11557,1.9858
11562,1.9678
11568,1.9263
11573,1.8927
11578,1.8659
11583,1.8678
11589,1.8056
11594,1.7127
11599,1.6352
11604,1.5836
11609,1.5905
11615,1.5129
11620,1.4483
11625,1.3628
11630,1.2658
11635,1.1694
11641,1.1093
11646,1.0056
11651,0.95094
11656,0.85461
11661,0.73795
11667,0.62216
11672,0.51612
11677,0.38851
11682,0.29437
11687,0.18704
11693,0.085697
11698,0.15048
11703,0.41424
11708,0.47447
11714,0.58415
11719,0.63956
11724,0.81739
11729,0.98037
11734,1.1018
11740,0.97826
11745,1.1822
11750,1.3494
11755,1.484
11760,1.6103
11766,1.7917
11771,1.9752
11776,2.0387
11781,2.0663
11786,2.0952
11792,2.1459
11797,2.1431
11802,2.1793
11807,2.246
11812,2.2514
11818,2.2454
11823,2.2317
11828,2.1372
11833,2.184
11839,2.2904
11844,2.3646
11849,2.3443
11854,2.317
11859,2.3012
11865,2.2574
11870,2.2115
11875,2.1511
11880,1.8504
11885,1.5454
11891,1.7767
11896,1.9321
11901,1.8812
11906,2.011
11911,1.8415
11917,1.8154
11922,1.886
11927,1.8574
11932,1.9066
11937,1.8842
11943,1.7272
11948,1.6573
11953,1.7411
11958,1.6416
11964,1.4798
11969,1.2832
11974,1.3125
11979,1.3974
11984,1.3215
11990,1.3169
11995,1.222
12000,1.1752
12005,1.021
12010,0.8666
12016,0.84089
12021,0.71667
12026,0.63466
12031,0.59233
12036,0.45738
12042,0.37412
12047,0.26459
12052,0.15717
12057,0.060407
12062,0.082786
12068,0.21928
12073,0.49252
12078,0.78163
12083,0.72518
12089,0.82604
12094,1.0326
12099,1.2892
12104,1.5433
12109,1.7672
12115,1.892
12120,1.9731
12125,2.0309
12130,2.0976
12135,2.1892
12141,2.3224
12146,2.3515
12151,2.3711
12156,2.3704
12161,2.3616
12167,2.3701
12172,2.4262
12177,2.4173
12182,2.4451
12188,2.4481
12193,2.4905
12198,2.5575
12203,2.57
12208,2.6322
12214,2.5773
12219,2.5344
12224,2.5377
12229,2.5964
12234,2.5749
12240,2.5909
12245,2.5532
12250,2.4844
12255,2.5001
12260,2.5907
12266,2.5029
12271,2.4376
12276,2.4298
12281,2.4369
12286,2.4233
12292,2.2112
12297,2.3145
12302,2.3317
12307,2.317
12312,2.1807
12318,2.1681
12323,2.1657
12328,2.149
12333,2.1441
12339,2.1364
12344,2.0454
12349,2.0642
12354,1.946
12359,1.8242
12365,1.8454
12370,1.7848
12375,1.7301
12380,1.6836
12385,1.6105
12391,1.4946
12396,1.4551
12401,1.3605
12406,1.3278
12411,1.2292
12417,1.1293
12422,1.0274
12427,0.94416
12432,0.84364
12437,0.74495
12443,0.63879
12448,0.49991
12453,0.39758
12458,0.23041
12464,0.12068
12469,0.038119
12474,0.15603
12479,0.31419
12484,0.443
12490,0.59708
12495,0.7988
12500,0.9698
12505,1.151
12510,1.3212
12516,1.4713
12521,1.5677
12526,1.6856
12531,1.7662
12536,1.8322
12542,1.8802
12547,1.9393
12552,1.8004
12557,1.6492
12562,1.8607
12568,2.0415
12573,2.2885
12578,2.3788
12583,2.491
12589,2.542
12594,2.5395
12599,2.4871
12604,2.6193
12609,2.7156
12615,2.5084
12620,2.6766
12625,2.8215
12630,2.793
12635,2.8766
12641,2.8732
12646,2.8331
12651,2.8607
12656,2.8146
12661,2.7806
12667,2.9315
12672,2.8923
12677,2.6569
12682,2.7305
12687,2.624
12693,2.5056
12698,2.3214
12703,2.3706
12708,2.5052
12714,2.2048
12719,1.9543
12724,1.9413
12729,2.1949
12734,2.3227
12740,2.1808
12745,2.1392
12750,1.9629
12755,1.7397
12760,1.9668
12766,1.855
12771,1.9103
12776,1.4441
12781,1.367
12786,1.4936
12792,1.5148
12797,1.4435
12802,1.4204
12807,1.3483
12812,1.2853
12818,1.1783
12823,1.0454
12828,0.93038
12833,0.88064
12839,0.70745
12844,0.71542
12849,0.54852
12854,0.44865
12859,0.33387
12865,0.27772
12870,0.23553
12875,0.15652
12880,0.037343
12885,0.044498
12891,0.18124
12896,0.33995
12901,0.58148
12906,1.0063
12911,1.0575
12917,0.9031
12922,1.085
12927,1.2483
12932,1.513
12938,1.7432
12943,1.8192
12948,1.9437
12953,2.0248
12958,2.0002
12964,2.048
12969,2.1897
12974,2.2054
12979,2.2594
12984,2.2241
12990,2.2537
12995,2.2815
13000,2.3079
13005,2.3563
13010,2.4051
13016,2.3851
13021,2.4243
13026,2.3793
13031,2.4557
13036,2.469
13042,2.4105
13047,2.3748
13052,2.3509
13057,2.3577
13062,2.243
13068,2.2387
13073,2.1954
13078,2.1475
13083,2.1906
13089,2.0305
13094,2.0514
13099,2.0423
13104,2.0327
13109,1.957
13115,1.9009
13120,1.9028
13125,1.8214
13130,1.7967
13135,1.732
13141,1.6367
13146,1.6059
13151,1.5335
13156,1.4568
13161,1.3826
13167,1.2755
13172,1.1941
13177,1.1012
13182,1.0244
13187,0.94062
13193,0.83581
13198,0.7024
13203,0.6171
13208,0.50867
13214,0.39183
13219,0.26203
13224,0.11201
13229,0.028548
13234,0.12786
13240,0.25359
13245,0.387
13250,0.54204
13255,0.70613
13260,0.86689
13266,0.93717
13271,1.0089
13276,1.1681
13281,1.2902
13286,1.3624
13292,1.5034
13297,1.6199
13302,1.7289
13307,1.8902
13312,1.9826
13318,2.0484
13323,2.1098
13328,2.1807
13333,2.1563
13339,2.2114
13344,2.2148
13349,2.1891
13354,2.2349
13359,2.3044
13365,2.1145
13370,1.7457
13375,2.1935
13380,2.3173
13385,2.3748
13391,2.2122
13396,2.2025
13401,1.7389
13406,1.8924
13411,2.1221
13417,2.0956
13422,2.1139
13427,1.9803
13432,2.1095
13437,2.1581
13443,1.9634
13448,1.6202
13453,1.6098
13458,1.5035
13464,1.5312
13469,1.4172
13474,1.6436
13479,1.7173
13484,1.6432
13490,1.6109
13495,1.5499
13500,1.4495
13505,1.5487
13510,1.607
13516,1.5236
13521,1.4615
13526,1.3103
13531,1.2923
13536,1.143
13542,1.0376
13547,0.92988
13552,0.80206
13557,0.80986
13562,0.66375
13568,0.63029
13573,0.5147
13578,0.41239
13583,0.28344
13589,0.13739
13594,0.053766
13599,0.13569
13604,0.3024
13609,0.56923
13615,0.84942
13620,0.82147
13625,0.99322
13630,1.1961
13635,1.3954
13641,1.598
13646,1.8566
13651,1.8866
13656,1.9804
13661,2.075
13667,2.2432
13672,2.281
13677,2.4081
13682,2.398
13688,2.3777
13693,2.4387
13698,2.4209
13703,2.4308
13708,2.4765
13714,2.5122
13719,2.5371
13724,2.5459
13729,2.498
13734,2.52
13740,2.6281
13745,2.5724
13750,2.6223
13755,2.586
13760,2.5764
13766,2.5758
13771,2.5541
13776,2.5348
13781,2.5187
13786,2.5351
13792,2.5712
13797,2.5822
13802,2.4634
13807,2.4489
13812,2.4457
13818,2.4316
13823,2.4169
13828,2.3971
13833,2.3379
13839,2.3367
13844,2.3354
13849,2.2727
13854,2.2238
13859,2.2128
13865,2.1933
13870,2.1794
13875,2.147
13880,2.0344
13885,2.1278
13891,1.9992
13896,1.9187
13901,1.8839
13906,1.8274
13911,1.8012
13917,1.7438
13922,1.6279
13927,1.5763
13932,1.5343
13937,1.4535
13943,1.3909
13948,1.3063
13953,1.2168
13958,1.1106
13964,1.0212
13969,0.88436
13974,0.74142
13979,0.67633
13984,0.49999
13990,0.41955
13995,0.27141
14000,0.1321
14005,0.0063444
14010,0.14281
14016,0.28589
14021,0.43345
14026,0.5869
14031,0.77189
14036,0.94944
14042,1.1376
14047,1.3131
14052,1.4813
14057,1.577
14062,1.677
14068,1.7872
14073,1.8703
14078,1.9287
14083,1.9862
14089,2.0992
14094,2.1098
14099,2.1542
14104,2.3703
14109,2.3591
14115,2.3734
14120,2.4827
14125,2.5867
14130,2.5111
14135,2.6178
14141,2.683
14146,2.7206
14151,2.6948
14156,2.7298
14161,2.8047
14167,2.8781
14172,2.881
14177,2.9496
14182,2.9556
14187,2.9233
14193,2.8287
14198,2.9541
14203,2.8711
14208,3.0034
14214,2.9484
14219,2.7596
14224,2.5454
14229,2.5973
14234,2.4439
14240,2.3127
14245,2.1206
14250,2.4391
14255,2.1782
14260,2.2445
14266,2.2448
14271,2.3293
14276,2.3247
14281,2.3674
14286,2.2339
14292,2.0603
14297,1.9493
14302,1.6899
14307,1.3832
14312,1.4289
14318,1.4717
14323,1.5772
14328,1.4696
14333,1.4536
14339,1.445
14344,1.4075
14349,1.3662
14354,1.2195
14359,1.0867
14365,0.94645
14370,0.84743
14375,0.7264
14380,0.64282
14385,0.52821
14391,0.40539
14396,0.40368
14401,0.39161
14406,0.42912
14411,0.25717
14417,0.10689
14422,0.069715
14427,0.24019
14432,0.41043
14438,0.67101
14443,0.90506
14448,1.1225
14453,1.0028
14458,1.1843
14464,1.5066
14469,1.7291
14474,1.9408
14479,2.1188
14484,2.1354
14490,2.2772
14495,2.1854
14500,2.1365
14505,2.1553
14510,2.2243
14516,2.2882
14521,2.3046
14526,2.3581
14531,2.3669
14536,2.4387
14542,2.4708
14547,2.5253
14552,2.5296
14557,2.456
14562,2.4484
14568,2.4764
14573,2.454
14578,2.4821
14583,2.4718
14589,2.3387
14594,2.3284
14599,2.3601
14604,2.2067
14609,2.2405
14615,2.1416
14620,2.135
14625,2.147
14630,2.1382
14635,2.0483
14641,2.0694
14646,1.9833
14651,1.9561
14656,1.9268
14661,1.8494
14667,1.8093
14672,1.7722
14677,1.6756
14682,1.5869
14687,1.5383
14693,1.4701
14698,1.3688
14703,1.3187
14708,1.1805
14714,1.1012
14719,0.99083
14724,0.90834
14729,0.825
14734,0.68719
14740,0.56225
14745,0.44953
14750,0.35964
14755,0.22384
14760,0.070625
14766,0.086281
14771,0.20901
14776,0.35821
14781,0.50404
14786,0.68086
14792,0.87577
14797,0.9994
14802,1.1539
14807,1.2843
14812,1.3814
14818,1.4411
14823,1.4083
14828,1.377
14833,1.4625
14839,1.6298
14844,1.759
14849,1.8708
14854,1.9669
14859,1.9128
14865,1.8951
14870,1.9963
14875,2.1294
14880,2.0416
14885,1.8119
14891,1.7557
14896,1.7141
14901,1.883
14906,2.0226
14911,2.1312
14917,2.2036
14922,2.3024
14927,2.3
14932,2.3914
14937,2.372
14943,2.3779
14948,2.3584
14953,2.4087
14958,2.4353
14964,2.4132
14969,2.3145
14974,2.2231
14979,2.1309
14984,2.1623
14990,2.2203
14995,2.265
15000,2.1845
15005,2.0933
15010,2.0996
15016,2.0008
15021,1.8061
15026,1.7538
15031,1.7786
15036,1.8629
15042,1.856
15047,1.8265
15052,1.7219
15057,1.528
15062,1.5545
15068,1.5228
15073,1.4543
15078,1.3057
15083,1.2093
15089,1.0694
15094,0.95481
15099,0.85359
15104,0.76341
15109,0.63003
15115,0.55486
15120,0.3865
15125,0.24429
15130,0.13054
15135,0.10752
15141,0.20507
15146,0.38098
15151,0.77004
15156,1.0423
15161,1.0499
15167,1.1529
15172,1.4264
15177,1.5663
15182,1.9016
15188,1.99
15193,2.0472
15198,2.2013
15203,2.2935
15208,2.3091
15214,2.3796
15219,2.4205
15224,2.4401
15229,2.4628
15234,2.4989
15240,2.5079
15245,2.5449
15250,2.6294
15255,2.5421
15260,2.6026
15266,2.6136
15271,2.6826
15276,2.7053
15281,2.688
15286,2.7069
15292,2.6372
15297,2.5734
15302,2.5412
15307,2.5787
15312,2.5239
15318,2.5849
15323,2.533
15328,2.578
15333,2.5214
15339,2.637
15344,2.5369
15349,2.5031
15354,2.4773
15359,2.4595
15365,2.4407
15370,2.4308
15375,2.3586
15380,2.2996
15385,2.2697
15391,2.2364
15396,2.2073
15401,2.2211
15406,2.0924
15411,2.1306
15417,2.0595
15422,2.0879
15427,2.0085
15432,1.9189
15438,1.9126
15443,1.8214
15448,1.7819
15453,1.7461
15458,1.6727
15464,1.5969
15469,1.5195
15474,1.4909
15479,1.353
15484,1.2561
15490,1.1674
15495,1.0477
15500,0.99656
15505,0.87814
15510,0.73058
15516,0.60174
15521,0.49807
15526,0.33203
15531,0.2041
15536,0.087033
15542,0.040902
15547,0.16975
15552,0.28785
15557,0.45092
15562,0.64429
15568,0.82941
15573,1.0091
15578,1.189
15583,1.3614
15589,1.5311
15594,1.599
15599,1.6351
15604,1.8133
15609,1.9362
15615,1.9864
15620,2.061
15625,2.0715
15630,1.9406
15635,2.1995
15641,2.3664
15646,2.4067
15651,2.4634
15656,2.4268
15661,2.5557
15667,2.6709
15672,2.7095
15677,2.7291
15682,2.6484
15687,2.7516
15693,2.8338
15698,2.8974
15703,2.9104
15708,2.9303
15714,2.9531
15719,2.9712
15724,2.9376
15729,2.8829
15734,2.8146
15740,2.8575
15745,3.0264
15750,2.9232
15755,2.7714
15760,2.6056
15766,2.4107
15771,2.4364
15776,2.4085
15781,2.4661
15786,2.4926
15792,2.4327
15797,2.4062
15802,2.3228
15807,2.4511
15812,2.3817
15818,2.2936
15823,2.184
15828,2.1085
15833,1.9552
15839,1.9909
15844,1.7576
15849,1.5206
15854,1.4012
15859,1.2103
15865,1.1956
15870,1.1576
15875,0.99369
15880,1.0463
15885,0.87543
15891,0.96933
15896,0.83932
15901,0.85391
15906,0.87474
15911,0.76078
15917,0.64945
15922,0.59618
15927,0.46526
15932,0.38317
15938,0.33492
15943,0.24496
15948,0.13236
15953,0.060024
15958,0.15612
15964,0.28088
15969,0.40575
15974,0.65059
15979,0.90216
15984,1.1569
15990,1.2537
15995,1.2787
16000,1.4556
16005,1.7562
16010,1.9895
16016,2.0502
16021,2.1147
16026,2.1004
16031,2.179
16036,2.2587
16042,2.3375
16047,2.3447
16052,2.313
16057,2.4048
16062,2.3756
16068,2.4121
16073,2.4669
16078,2.4337
16083,2.5166
16089,2.5323
16094,2.5464
16099,2.6
16104,2.6651
16109,2.5962
16115,2.5189
16120,2.5392
16125,2.4075
16130,2.3422
16135,2.3862
16141,2.2984
16146,2.2755
16151,2.2223
16156,2.21
16161,2.1807
16167,2.239
16172,2.1184
16177,2.1389
16182,2.0043
16187,1.9336
16193,1.9393
16198,1.8782
16203,1.827
16208,1.811
16214,1.7365
16219,1.7021
16224,1.5877
16229,1.5118
16234,1.4406
16240,1.37
16245,1.2919
16250,1.1904
16255,1.0859
16260,0.97722
16266,0.88439
16271,0.78311
16276,0.66784
16281,0.55292
16286,0.42014
16292,0.29666
16297,0.16163
16302,0.032821
16307,0.10545
16312,0.46955
16318,0.63951
16323,0.62449
16328,0.7582
16333,0.89059
16339,1.0813
16344,1.2447
16349,1.3677
16354,1.4668
16359,1.5034
16365,1.5692
16370,1.4774
16375,1.5366
16380,1.7483
16385,1.8882
16391,2.0263
16396,2.1187
16401,2.1606
16406,2.0232
16411,2.0168
16417,1.8564
16422,2.0258
16427,1.9525
16432,1.8463
16437,1.8574
16443,2.1006
16448,1.8077
16453,1.8924
16458,2.0047
16464,2.1754
16469,2.4133
16474,2.4232
16479,2.49
16484,2.5657
16490,2.5208
16495,2.3863
16500,2.3449
16505,2.3076
16510,2.4998
16516,2.7077
16521,2.5659
16526,2.3834
16531,2.0857
16536,1.9453
16542,2.0618
16547,2.0449
16552,2.1372
16557,1.9788
16562,2.1311
16568,2.0541
16573,2.0262
16578,2.0082
16583,1.9139
16589,1.8499
16594,1.7529
16599,1.6325
16604,1.6007
16609,1.4754
16615,1.3697
16620,1.176
16625,1.0669
16630,0.93922
16635,0.82171
16641,0.72316
16646,0.65763
16651,0.57094
16656,0.482
16661,0.3462
16667,0.21527
16672,0.067584
16677,0.079606
16682,0.29339
16688,0.53622
16693,0.93409
16698,1.0607
16703,1.144
16708,1.206
16714,1.3515
16719,1.5311
16724,1.828
16729,2.061
16734,2.1266
16740,2.1882
16745,2.2763
16750,2.3293
16755,2.3777
16760,2.4137
16766,2.4744
16771,2.4461
16776,2.4661
16781,2.5609
16786,2.5825
16792,2.5605
16797,2.56
16802,2.6616
16807,2.6314
16812,2.7272
16818,2.6161
16823,2.6239
16828,2.6888
16833,2.7128
16839,2.6404
16844,2.656
16849,2.583
16854,2.5307
16859,2.5683
16865,2.5136
16870,2.5313
16875,2.569
16880,2.5051
16885,2.4651
16891,2.486
16896,2.4858
16901,2.45
16906,2.3011
16911,2.3623
16917,2.3801
16922,2.3397
16927,2.2613
16932,2.2295
16937,2.2602
16943,2.2128
16948,2.0906
16953,2.1076
16958,2.1139
16964,1.9823
16969,2.052
16974,1.926
16979,1.904
16984,1.8101
16990,1.7944
16995,1.6676
17000,1.5932
17005,1.5779
17010,1.4746
17016,1.4108
17021,1.3033
17026,1.2011
17031,1.09
17036,0.98865
17042,0.93314
17047,0.76972
17052,0.68094
17057,0.53652
17062,0.39824
17068,0.24035
17073,0.12723
17078,0.043069
17083,0.15019
17089,0.2471
17094,0.43679
17099,0.62059
17104,0.8036
17109,0.98963
17115,1.1599
17120,1.3249
17125,1.4881
17130,1.5915
17135,1.6164
17141,1.6679
17146,1.8081
17151,1.5792
17156,1.807
17161,2.0331
17167,2.116
17172,2.2136
17177,2.1308
17182,2.3416
17188,2.4563
17193,2.3948
17198,2.4658
17203,2.5836
17208,2.6278
17214,2.7803
